Customer_ID,Age,Gender,Education_Level,Marital_Status,Income_Category,Card_Category,Tenure_Months,Credit_Limit,Credit_Score,Avg_Utilization_Ratio,Revolving_Balance,Avg_Open_To_Buy,Total_Spend_12m,Avg_Transaction_Amount,Total_Trans_Count_12m,Months_Inactive_12m,Contacts_Count_12m,Num_Products,Total_Amt_Chng_Q4_Q1,Total_Ct_Chng_Q4_Q1,Payment_Ratio,Late_Payments_12m,Digital_Engagement_Score,Reward_Points_Balance,Travel_Spend_Pct,Dining_Spend_Pct,Intl_Spend_Pct,Cashback_Redeemed_12m,NPS_Score,Mobile_App_Logins_12m,Paperless_Billing,Autopay_Enrolled,Join_Date,Churn
AMEX0130087,35,F,Post-Graduate,Married,Less than $40K,Gold,245,26075.7,825,0.1296,2780.57,23295.13,1895.81,9.57,198,0,0,4,1.7145,0.5501,0.6681,0,84.37,247987,0.3755,0.0835,0.2986,293.34,7,27,1,0,2002-07-05,0
AMEX0130088,68,F,Post-Graduate,Divorced,$60K-$80K,Platinum,75,86562.36,405,0.38,9088.35,77474.01,40708.39,395.23,103,0,0,5,0.6212,1.022,0.8882,0,68.04,137952,0.2458,0.3293,0.2925,210.24,6,108,0,1,2002-05-23,0
AMEX0130089,59,M,High School,Single,$120K+,Green,43,15252.05,698,0.1897,1098.63,14153.42,4093.48,21.66,189,0,1,4,1.433,1.5525,0.6894,1,72.68,406707,0.0181,0.1282,0.1426,465.72,8,61,0,1,2011-04-05,0
AMEX0130090,79,M,High School,Unknown,$40K-$60K,Blue,95,9676.8,370,0.2695,2141.44,7535.36,2786.46,32.03,87,3,1,5,0.8626,0.7187,0.7879,3,42.21,162149,0.3381,0.1754,0.2519,435.1,8,135,1,1,2025-08-26,0
AMEX0130091,67,M,Post-Graduate,Married,Less than $40K,Gold,143,40991.19,588,0.2058,6445.19,34546.0,9271.63,52.38,177,0,1,3,0.8773,0.8815,0.8815,0,70.58,365756,0.1044,0.0972,0.2084,408.76,3,41,1,1,2013-11-02,1
AMEX0130092,68,F,Some College,Single,$80K-$120K,Blue,285,3644.64,556,0.2003,75.42,3569.22,1044.71,20.89,50,4,0,5,0.9708,1.7351,0.4844,1,73.11,411189,0.2352,0.1862,0.0185,32.85,6,166,1,1,2019-03-23,0
AMEX0130093,72,F,Post-Graduate,Divorced,$40K-$60K,Gold,157,17890.59,712,0.6094,7111.19,10779.4,10430.56,260.76,40,0,4,4,0.5948,1.891,0.9531,3,42.46,142179,0.1316,0.1714,0.0649,482.12,4,30,0,1,2023-06-01,0
AMEX0130094,61,F,Graduate,Married,$60K-$80K,Blue,244,4529.52,820,0.4078,821.26,3708.26,1764.82,55.15,32,1,1,5,0.5088,1.4376,0.4994,1,73.9,131670,0.3649,0.2348,0.2597,925.97,7,299,0,0,2006-05-23,1
AMEX0130095,56,M,Uneducated,Married,Less than $40K,Gold,278,23121.16,624,0.2633,5295.21,17825.95,7614.44,67.38,113,1,3,2,0.6991,0.7976,0.8128,0,54.97,114445,0.4995,0.2665,0.1002,561.47,8,18,1,1,2002-12-03,0
AMEX0130096,62,M,Graduate,Married,Less than $40K,Blue,161,8531.37,476,0.3669,1094.87,7436.5,4108.04,80.55,51,0,0,3,1.3105,1.6626,0.8734,1,38.51,289572,0.4113,0.0965,0.0184,420.6,8,87,0,1,2001-07-30,0
AMEX0130097,50,F,Some College,Married,$40K-$60K,Green,210,5215.1,454,0.2873,933.24,4281.86,1649.83,11.0,150,0,1,3,0.5944,0.8146,0.5205,0,34.98,489716,0.3039,0.1781,0.2417,328.2,8,331,1,1,2018-04-26,1
AMEX0130098,35,M,Post-Graduate,Married,$60K-$80K,Blue,38,7614.42,526,0.1186,289.31,7325.11,1112.96,5.86,190,1,3,2,1.4724,1.4998,0.9258,3,92.37,85324,0.4889,0.2248,0.1626,364.69,7,26,1,1,2013-03-22,1
AMEX0130099,40,M,Graduate,Married,Less than $40K,Green,199,9942.71,709,0.589,3729.09,6213.62,5098.63,242.79,21,0,1,4,0.6963,1.2945,0.7419,0,70.55,89849,0.3923,0.3976,0.1832,600.3,9,351,0,1,2007-05-12,0
AMEX0130100,60,F,High School,Married,Less than $40K,Blue,221,9977.16,618,0.4737,1012.73,8964.43,3326.3,23.1,144,0,0,5,1.8401,1.0946,0.6107,0,57.93,244424,0.3857,0.127,0.0971,16.19,9,211,1,0,2023-10-17,0
AMEX0130101,24,F,Graduate,Married,$60K-$80K,Gold,14,39696.84,562,0.4241,1881.77,37815.07,21037.0,107.88,195,0,3,3,1.2724,1.6995,0.781,0,80.8,352244,0.0162,0.1576,0.2137,504.65,5,73,1,0,2019-07-01,0
AMEX0130102,37,M,Graduate,Single,$60K-$80K,Blue,189,7053.41,398,0.2139,791.84,6261.57,1015.83,5.16,197,0,1,4,1.8424,1.5238,0.7604,1,43.47,313890,0.4111,0.1164,0.1673,418.56,3,199,1,1,2016-11-13,0
AMEX0130103,24,F,Some College,Married,$80K-$120K,Green,128,9768.32,428,0.1939,1120.09,8648.23,1963.19,17.85,110,1,2,4,1.1839,1.3157,0.6531,2,54.04,482505,0.0021,0.0988,0.0987,791.2,4,80,0,1,2007-10-06,0
AMEX0130104,79,F,High School,Married,$120K+,Blue,298,2800.54,711,0.1077,83.52,2717.02,223.21,4.46,50,1,2,3,0.923,1.2901,0.6492,0,74.06,20386,0.1953,0.0577,0.064,38.11,8,225,0,1,2019-03-07,0
AMEX0130105,75,F,Some College,Divorced,$40K-$60K,Green,256,13931.25,637,0.2044,1046.14,12885.11,4264.71,328.05,13,3,5,2,0.928,1.9794,0.5666,3,71.18,95082,0.0174,0.3363,0.0087,875.18,0,115,1,1,2008-08-16,1
AMEX0130106,26,F,Graduate,Married,Less than $40K,Centurion,285,158405.16,535,0.3907,48310.36,110094.8,44655.65,1488.52,30,4,0,3,1.6272,1.6304,0.8469,1,33.56,116995,0.2783,0.1578,0.2785,328.53,9,117,0,1,2026-03-18,0
AMEX0130107,54,F,Graduate,Married,$40K-$60K,Platinum,164,28724.43,544,0.27,3032.0,25692.43,4734.86,52.61,90,2,0,1,1.2899,0.8394,0.9007,0,33.61,255674,0.0312,0.31,0.0882,301.05,7,13,1,1,2013-07-16,0
AMEX0130108,40,F,Some College,Married,$40K-$60K,Blue,90,5649.29,690,0.1122,465.4,5183.89,748.27,4.13,181,0,2,3,1.21,1.4921,0.6621,0,46.63,134382,0.4562,0.1514,0.1618,224.57,10,170,0,0,2025-06-09,0
AMEX0130109,22,F,Post-Graduate,Married,$80K-$120K,Gold,284,35953.54,614,0.1692,3720.29,32233.25,4065.47,58.08,70,4,2,3,1.2147,1.3512,0.8182,0,61.89,111338,0.2025,0.1355,0.1902,132.75,5,88,0,1,2003-06-21,0
AMEX0130110,51,F,Graduate,Single,$40K-$60K,Platinum,247,35777.24,327,0.2148,4050.54,31726.7,10609.49,1326.19,8,0,0,2,1.5183,1.6745,0.6159,1,27.58,10401,0.2074,0.248,0.103,214.57,10,279,1,0,2008-03-04,0
AMEX0130111,46,F,Uneducated,Single,$40K-$60K,Platinum,250,51052.54,581,0.1851,5419.73,45632.81,9224.4,69.88,132,0,1,2,0.9037,1.9289,0.9462,0,34.58,86529,0.472,0.2284,0.1836,615.85,9,205,0,0,2021-03-01,0
AMEX0130112,49,F,Post-Graduate,Married,$80K-$120K,Centurion,203,81992.14,838,0.5835,40035.37,41956.77,40690.77,254.32,160,0,1,2,0.7271,1.712,0.8976,3,41.53,406448,0.242,0.1466,0.2156,18.73,8,132,1,1,2011-06-16,0
AMEX0130113,67,M,Uneducated,Married,$80K-$120K,Gold,235,12900.67,388,0.1988,1887.25,11013.42,2061.44,108.5,19,0,1,1,1.6684,1.4317,0.7127,1,54.3,34478,0.0972,0.2121,0.0443,277.48,2,330,1,1,2018-12-22,0
AMEX0130114,79,M,Graduate,Married,$40K-$60K,Blue,282,5575.17,650,0.4686,1557.66,4017.51,3757.79,32.96,114,2,2,2,1.0823,1.3786,0.8329,0,43.45,377026,0.2757,0.3546,0.2114,660.7,4,29,1,0,2025-09-03,0
AMEX0130115,27,F,Some College,Single,Less than $40K,Green,272,16521.32,813,0.0958,1325.91,15195.41,2332.8,14.4,162,4,0,2,0.9706,1.7753,0.8556,1,42.19,497908,0.1507,0.1063,0.0677,250.88,0,277,0,1,2023-01-26,0
AMEX0130116,60,F,Post-Graduate,Single,Less than $40K,Gold,280,32437.96,750,0.1464,2202.27,30235.69,4529.17,52.66,86,0,0,1,1.7467,1.2159,0.7499,0,26.07,128425,0.2087,0.3414,0.2069,369.5,6,97,1,0,2024-09-16,0
AMEX0130117,41,M,Graduate,Divorced,$60K-$80K,Green,158,11782.58,590,0.0409,330.11,11452.47,591.26,5.01,118,1,5,1,1.5022,1.3197,0.7806,0,47.8,335764,0.3896,0.0081,0.2762,722.46,3,295,1,1,2010-05-10,0
AMEX0130118,39,M,Post-Graduate,Married,$60K-$80K,Green,245,8227.4,542,0.1666,216.18,8011.22,825.5,825.5,0,0,2,1,0.9384,1.3926,0.4412,1,75.15,294771,0.0188,0.3312,0.2984,860.93,8,208,0,0,2022-06-10,0
AMEX0130119,36,F,Graduate,Divorced,$120K+,Gold,260,30884.09,615,0.1446,611.69,30272.4,5003.41,62.54,80,2,0,3,1.8557,1.1626,0.7045,2,56.09,316601,0.0326,0.2934,0.2563,532.21,0,348,1,1,2017-11-29,0
AMEX0130120,62,F,Post-Graduate,Single,$60K-$80K,Blue,33,8939.54,635,0.047,55.62,8883.92,560.01,3.68,152,5,2,5,1.8725,1.809,0.7327,3,78.45,323317,0.4353,0.0528,0.0755,286.05,9,178,1,0,2002-02-26,1
AMEX0130121,72,F,Graduate,Married,$120K+,Gold,37,48278.27,504,0.4622,6193.0,42085.27,12868.6,83.02,155,0,0,2,0.7683,0.9779,0.8519,3,62.41,73955,0.1341,0.2941,0.2356,916.0,9,202,1,0,2003-01-15,0
AMEX0130122,38,F,Post-Graduate,Unknown,$40K-$60K,Gold,151,23186.68,591,0.3264,1452.76,21733.92,5371.98,48.4,111,4,2,3,0.6827,1.0819,0.7647,1,41.36,224791,0.0086,0.3185,0.2114,893.64,10,136,1,1,2019-04-25,0
AMEX0130123,45,F,High School,Married,$60K-$80K,Blue,234,3476.53,701,0.445,770.92,2705.61,2061.64,46.86,44,0,0,2,1.3243,1.9308,0.7301,0,74.65,33796,0.1518,0.0046,0.059,112.54,0,112,1,1,2014-01-26,0
AMEX0130124,40,M,Post-Graduate,Married,$60K-$80K,Platinum,193,58772.68,670,0.2787,13891.08,44881.6,23068.1,181.64,127,0,1,3,1.143,1.7286,0.6934,1,78.87,115117,0.3103,0.0228,0.1523,760.63,4,107,1,0,2011-08-29,0
AMEX0130125,34,F,Post-Graduate,Married,Less than $40K,Blue,60,4587.75,465,0.3333,1121.59,3466.16,1170.72,28.55,41,3,2,3,1.4631,0.5531,0.6628,0,72.09,139618,0.0464,0.3023,0.0507,52.74,8,293,0,1,2007-06-28,1
AMEX0130126,61,F,Some College,Single,$80K-$120K,Platinum,98,91369.76,568,0.062,4207.53,87162.23,4531.69,46.24,98,1,2,2,0.66,0.7058,0.9587,0,56.42,77453,0.1866,0.1364,0.027,979.3,8,273,1,1,2020-07-27,0
AMEX0130127,69,F,Some College,Single,$80K-$120K,Green,13,9284.07,545,0.1672,917.61,8366.46,792.29,4.43,179,0,3,2,1.1911,0.7641,0.6176,3,74.25,349839,0.2247,0.3094,0.227,350.23,1,230,0,1,2013-10-22,0
AMEX0130128,51,F,Graduate,Single,$60K-$80K,Blue,36,8951.45,323,0.4075,2338.48,6612.97,4165.2,166.61,25,0,1,3,0.5692,1.0436,0.6363,0,53.97,314942,0.2807,0.2333,0.1045,678.47,5,214,0,1,2017-09-10,0
AMEX0130129,31,M,Graduate,Married,$120K+,Gold,164,19768.58,619,0.259,702.97,19065.61,5938.75,37.59,158,1,0,2,1.0486,0.6947,0.7174,0,65.43,107143,0.425,0.1603,0.2464,180.1,8,265,1,1,2025-07-06,0
AMEX0130130,50,F,Some College,Single,$80K-$120K,Centurion,260,195162.11,810,0.5301,20957.12,174204.99,135813.49,711.07,191,1,5,3,0.7557,1.0241,0.6051,0,58.59,394923,0.303,0.1963,0.0554,299.32,4,93,1,0,2019-12-22,0
AMEX0130131,49,F,Some College,Married,$80K-$120K,Platinum,199,43152.58,459,0.4395,5858.3,37294.28,25106.93,169.64,148,0,1,2,1.8249,0.5363,0.7338,1,65.95,184184,0.2178,0.0495,0.1169,957.51,8,358,0,0,2005-05-19,0
AMEX0130132,23,F,Graduate,Single,$60K-$80K,Blue,37,7986.1,455,0.2578,1537.11,6448.99,1510.98,1510.98,1,0,0,3,1.6679,1.0134,0.6758,1,38.42,131747,0.0798,0.3431,0.0047,338.73,4,90,0,0,2005-03-05,0
AMEX0130133,67,F,Graduate,Married,$80K-$120K,Blue,39,9273.65,345,0.198,1090.88,8182.77,1112.74,21.4,52,4,0,2,0.541,1.5541,0.5788,0,31.49,85474,0.3942,0.3275,0.022,165.41,2,229,0,1,2010-03-22,0
AMEX0130134,59,M,Graduate,Married,Less than $40K,Gold,146,37039.42,707,0.5205,9988.5,27050.92,28424.85,728.84,39,1,0,2,1.7892,0.5846,0.9089,0,62.23,55357,0.3472,0.1555,0.2624,469.37,9,211,1,1,2014-03-31,0
AMEX0130135,66,F,Some College,Unknown,$40K-$60K,Green,73,8131.85,838,0.4552,1328.68,6803.17,5077.31,42.31,120,6,2,3,0.6619,1.1337,0.9405,3,62.74,277433,0.4998,0.1265,0.0903,724.11,5,39,1,1,2008-01-24,1
AMEX0130136,74,F,Some College,Unknown,Less than $40K,Platinum,264,89238.06,300,0.3686,13174.49,76063.57,19830.01,169.49,117,0,1,2,1.3765,1.1077,0.7272,3,57.56,428044,0.4246,0.1764,0.0391,249.71,8,88,1,0,2017-04-13,0
AMEX0130137,48,M,Graduate,Married,$120K+,Blue,290,6257.82,526,0.0197,14.9,6242.92,184.48,1.62,114,1,0,2,0.6043,1.951,0.9606,3,45.75,452420,0.319,0.1712,0.1226,809.05,10,138,1,1,2020-12-14,1
AMEX0130138,53,F,Graduate,Married,$40K-$60K,Blue,220,2939.35,554,0.3579,338.14,2601.21,1572.49,58.24,27,1,2,3,1.7272,1.2811,0.9329,0,87.51,380687,0.0062,0.2373,0.2021,415.07,8,114,1,0,2024-12-16,0
AMEX0130139,75,M,Uneducated,Married,Less than $40K,Green,57,6997.69,492,0.1658,316.58,6681.11,649.04,4.81,135,0,3,3,1.6206,0.9413,0.6202,2,85.16,307312,0.3885,0.3911,0.2295,441.96,7,217,0,1,2025-08-30,0
AMEX0130140,50,F,Some College,Single,$60K-$80K,Centurion,71,153868.44,832,0.3051,14403.45,139464.99,59630.17,392.3,152,0,3,2,1.0432,1.7339,0.5605,0,74.29,486579,0.2703,0.16,0.2534,56.21,5,77,1,0,2021-02-19,0
AMEX0130141,50,F,Post-Graduate,Single,$60K-$80K,Blue,134,4975.43,596,0.0489,154.05,4821.38,149.59,0.81,184,1,0,4,1.0163,1.8405,0.7833,1,63.45,178820,0.448,0.3171,0.2984,334.02,7,274,1,0,2006-12-05,1
AMEX0130142,60,F,Uneducated,Married,$60K-$80K,Gold,119,29616.62,506,0.1742,4066.93,25549.69,3677.33,334.3,11,0,1,4,0.9463,1.1692,0.7657,0,72.73,402049,0.2261,0.1586,0.0186,340.8,8,185,0,1,2020-01-29,0
AMEX0130143,37,F,Post-Graduate,Married,Less than $40K,Platinum,148,65112.37,716,0.2377,5207.27,59905.1,7738.8,75.87,102,2,6,3,1.7238,1.5232,0.9089,0,66.34,51509,0.342,0.1598,0.2747,655.13,7,127,0,0,2021-12-15,0
AMEX0130144,69,M,Some College,Married,$80K-$120K,Platinum,201,66224.78,693,0.2634,8637.15,57587.63,11196.01,559.8,20,1,0,1,0.8512,1.2147,0.9545,0,41.45,442057,0.1054,0.1431,0.132,874.63,6,78,1,0,2004-09-13,0
AMEX0130145,60,F,Graduate,Married,Less than $40K,Blue,166,9098.08,587,0.1195,782.23,8315.85,889.33,6.79,131,0,3,1,1.808,1.0398,0.8905,4,51.51,101958,0.4758,0.0692,0.28,567.38,5,94,1,1,2019-06-11,1
AMEX0130146,29,F,Graduate,Divorced,Less than $40K,Gold,49,40435.52,407,0.3714,4121.25,36314.27,11727.09,198.76,59,0,1,1,1.8948,1.6099,0.8311,0,63.79,229148,0.2145,0.2078,0.1209,522.92,5,87,0,1,2004-07-20,0
AMEX0130147,41,M,Some College,Divorced,$40K-$60K,Gold,206,38653.5,482,0.2068,1294.72,37358.78,5468.78,455.73,12,5,1,3,0.8589,1.2009,0.8644,2,63.82,483877,0.3375,0.0415,0.2126,61.66,10,190,1,1,2014-07-16,0
AMEX0130148,34,F,High School,Married,$60K-$80K,Green,128,15937.2,600,0.0567,195.36,15741.84,1118.38,33.89,33,2,1,4,1.0335,0.7779,0.5283,1,59.48,292972,0.0408,0.2485,0.1271,769.85,9,284,1,1,2024-03-12,0
AMEX0130149,29,F,Some College,Single,$80K-$120K,Green,98,7566.9,739,0.1078,247.75,7319.15,1203.07,7.29,165,1,1,2,0.601,1.4473,0.8556,0,35.19,424531,0.4947,0.3958,0.2183,267.66,7,358,1,1,2025-08-29,0
AMEX0130150,37,M,Uneducated,Married,$80K-$120K,Platinum,148,73220.38,698,0.3788,23591.57,49628.81,30696.29,166.83,184,1,0,3,1.0389,1.2256,0.6667,1,43.85,282912,0.0614,0.1506,0.1175,302.15,8,32,0,1,2025-12-24,0
AMEX0130151,40,F,Some College,Divorced,Less than $40K,Gold,298,42882.39,459,0.1651,4966.75,37915.64,8221.13,71.49,115,1,2,1,1.0805,1.6226,0.5971,0,60.76,344593,0.3144,0.323,0.1872,261.49,4,168,1,0,2010-01-15,0
AMEX0130152,37,M,Uneducated,Single,$120K+,Centurion,76,143118.97,591,0.4967,19242.47,123876.5,36025.81,379.22,95,2,2,3,1.21,1.8782,0.8694,0,45.53,143359,0.4485,0.09,0.2342,553.96,0,199,1,1,2002-09-29,0
AMEX0130153,62,M,Some College,Married,Less than $40K,Green,213,11147.43,337,0.0278,221.83,10925.6,295.52,2.14,138,1,1,3,1.3943,1.1534,0.6821,1,74.62,311408,0.2572,0.1046,0.168,536.75,6,199,1,1,2002-05-17,1
AMEX0130154,33,F,High School,Unknown,$120K+,Gold,220,32512.7,587,0.2204,4097.63,28415.07,7583.37,44.87,169,0,0,2,0.717,0.8713,0.3393,2,84.68,25167,0.4106,0.1149,0.0283,697.22,7,330,1,0,2010-08-05,0
AMEX0130155,75,M,High School,Single,$60K-$80K,Green,67,14686.04,463,0.2164,1389.43,13296.61,1666.46,13.66,122,6,2,2,1.4885,1.6161,0.7722,0,72.84,26206,0.323,0.0537,0.2912,99.8,7,45,0,0,2015-08-09,0
AMEX0130156,36,M,Graduate,Single,$80K-$120K,Blue,204,4154.68,772,0.272,892.68,3262.0,601.53,4.36,138,5,1,4,1.6574,1.9239,0.8042,0,51.63,63199,0.074,0.1706,0.0433,542.02,10,245,1,1,2016-09-23,0
AMEX0130157,30,F,Post-Graduate,Married,$120K+,Blue,103,8510.98,725,0.1865,1107.45,7403.53,1038.54,11.17,93,1,2,4,1.0472,1.9024,0.7582,4,90.64,244816,0.2485,0.0486,0.143,622.1,7,316,0,1,2019-08-12,0
AMEX0130158,24,M,High School,Single,$80K-$120K,Blue,154,6022.39,712,0.2778,890.36,5132.03,1301.29,12.63,103,0,1,2,1.6631,1.8292,0.9647,1,68.65,394549,0.3205,0.339,0.1515,689.67,5,306,1,0,2010-02-19,0
AMEX0130159,22,M,Graduate,Single,$60K-$80K,Gold,105,18499.46,837,0.2614,1948.31,16551.15,6812.19,45.11,151,0,1,3,1.9415,1.7612,0.5961,2,71.23,254865,0.4072,0.3836,0.0068,173.67,2,3,0,0,2024-09-30,1
AMEX0130160,53,M,Post-Graduate,Divorced,Less than $40K,Green,162,5308.41,785,0.5684,1920.57,3387.84,3018.4,30.18,100,2,2,5,1.1082,0.5608,0.7321,1,69.19,193947,0.3085,0.1083,0.2733,855.23,3,165,1,0,2020-03-04,1
AMEX0130161,63,M,Uneducated,Divorced,$40K-$60K,Green,64,6545.71,737,0.0984,190.1,6355.61,647.3,5.88,110,2,0,1,1.0639,1.3308,0.6943,3,85.94,383980,0.0938,0.1894,0.2473,767.73,4,309,1,1,2013-04-22,1
AMEX0130162,36,M,Graduate,Married,$60K-$80K,Gold,180,13352.94,635,0.321,1585.99,11766.95,5280.05,64.39,82,1,3,4,1.578,1.8943,0.4417,0,32.82,117326,0.3898,0.3098,0.0051,415.79,1,134,1,1,2015-06-11,1
AMEX0130163,46,F,Post-Graduate,Divorced,$120K+,Green,147,7211.84,622,0.5003,1297.35,5914.49,2187.41,15.19,144,1,6,2,0.7797,1.3728,0.8348,0,70.68,149983,0.4808,0.298,0.2732,334.82,6,63,0,0,2024-09-08,0
AMEX0130164,71,M,High School,Single,Less than $40K,Blue,158,8860.79,499,0.6096,3761.64,5099.15,7434.43,37.36,199,1,0,2,1.1724,1.0704,0.481,0,47.89,147245,0.3384,0.3591,0.2991,588.05,3,125,1,1,2010-10-02,0
AMEX0130165,38,F,Some College,Single,$40K-$60K,Blue,22,5781.25,683,0.0337,167.12,5614.13,133.37,33.34,4,0,0,2,1.1066,1.8871,0.2382,0,92.5,141322,0.3052,0.1806,0.1279,382.64,7,337,1,0,2016-03-20,0
AMEX0130166,58,M,High School,Married,Less than $40K,Blue,112,6770.05,497,0.2415,531.46,6238.59,1802.73,901.37,2,4,1,2,0.9861,1.1728,0.6593,1,80.2,312729,0.0262,0.3666,0.1634,370.85,5,63,1,1,2022-11-27,1
AMEX0130167,73,F,High School,Single,$40K-$60K,Centurion,281,71475.94,411,0.217,11486.34,59989.6,11642.34,447.78,26,0,1,5,1.1556,1.7848,0.6915,0,37.9,136693,0.4365,0.2703,0.1219,144.44,10,162,1,1,2006-03-08,0
AMEX0130168,58,F,Some College,Unknown,$120K+,Platinum,70,39028.88,711,0.5934,20543.27,18485.61,13794.55,114.95,120,2,0,4,1.152,1.1197,0.5332,0,61.36,482661,0.1415,0.1688,0.0522,600.15,8,214,0,1,2003-02-28,0
AMEX0130169,23,F,Some College,Single,Less than $40K,Blue,138,5358.36,384,0.8148,903.57,4454.79,2394.76,38.01,63,1,3,1,0.6019,0.6024,0.5707,2,66.33,367883,0.1827,0.3634,0.293,275.42,9,359,0,0,2002-02-20,0
AMEX0130170,59,M,Uneducated,Married,$60K-$80K,Gold,177,22139.88,404,0.6181,3843.93,18295.95,17380.52,168.74,103,1,4,2,1.7503,0.8132,0.538,0,78.14,329385,0.1205,0.1613,0.2774,757.79,8,337,1,0,2021-10-19,1
AMEX0130171,66,M,Post-Graduate,Married,$60K-$80K,Green,275,17231.72,452,0.5136,6218.21,11013.51,9972.24,160.84,62,0,2,2,1.9134,1.4574,0.7435,0,76.79,291521,0.2556,0.2294,0.2532,53.61,6,288,0,1,2013-06-20,0
AMEX0130172,27,M,Uneducated,Divorced,$40K-$60K,Platinum,120,28328.94,337,0.5901,4116.14,24212.8,23558.78,471.18,50,3,2,2,1.3341,1.7043,0.8335,0,71.87,384191,0.26,0.0935,0.2424,93.71,7,184,0,1,2012-02-02,0
AMEX0130173,58,F,Graduate,Married,$60K-$80K,Centurion,109,56249.99,430,0.6118,11679.58,44570.41,31625.32,2635.44,12,0,2,2,1.8153,1.5092,0.8734,0,65.04,268507,0.2654,0.0549,0.2743,87.52,7,28,1,0,2011-08-06,0
AMEX0130174,65,M,Graduate,Married,Less than $40K,Blue,121,9617.48,643,0.5809,1337.38,8280.1,2890.13,16.52,175,0,4,3,0.8793,0.9633,0.7498,5,77.87,285192,0.0805,0.0493,0.0921,1.33,4,70,0,0,2021-05-19,0
AMEX0130175,77,M,Some College,Single,$40K-$60K,Platinum,73,52023.05,567,0.2332,9636.4,42386.65,11826.37,492.77,24,1,3,1,1.7744,1.7359,0.878,4,93.83,159238,0.2004,0.2599,0.1036,351.69,8,268,1,0,2006-08-17,0
AMEX0130176,68,M,Some College,Married,$60K-$80K,Centurion,158,130836.03,705,0.2633,9096.9,121739.13,48598.08,277.7,175,2,0,1,1.6524,0.5628,0.6485,0,71.32,482138,0.476,0.1715,0.2801,732.82,2,67,1,1,2020-11-14,0
AMEX0130177,47,M,Some College,Married,Less than $40K,Green,37,13079.08,745,0.2265,2394.17,10684.91,2742.75,94.58,29,0,3,3,1.1043,0.7133,0.4612,1,60.72,222399,0.4622,0.3267,0.0189,456.73,6,223,0,1,2011-03-25,0
AMEX0130178,56,M,Graduate,Married,$120K+,Gold,78,22462.46,417,0.5453,5595.76,16866.7,10871.53,402.65,27,3,2,2,1.8598,0.5103,0.3889,0,40.1,345782,0.4257,0.3835,0.2579,348.41,3,187,1,1,2016-12-04,1
AMEX0130179,24,M,Graduate,Married,Less than $40K,Blue,164,3606.18,489,0.7627,368.51,3237.67,3887.14,25.91,150,0,2,2,0.978,1.0093,0.4316,0,76.5,422940,0.2743,0.2181,0.0557,272.27,3,73,0,1,2015-11-23,0
AMEX0130180,27,F,Graduate,Divorced,$40K-$60K,Blue,181,7097.82,391,0.4003,2334.61,4763.21,3521.3,503.04,7,0,0,1,1.3769,1.8627,0.8133,1,43.94,439806,0.0964,0.0365,0.0259,995.63,6,54,1,1,2007-12-22,0
AMEX0130181,49,M,Post-Graduate,Single,$40K-$60K,Green,141,8602.4,791,0.2479,1275.1,7327.3,1450.83,25.91,56,0,0,4,1.7846,0.8892,0.8762,3,43.25,375940,0.3271,0.1576,0.1989,350.53,6,68,1,0,2021-10-17,0
AMEX0130182,27,M,High School,Married,$60K-$80K,Centurion,189,90301.85,634,0.4806,23282.32,67019.53,33561.35,3051.03,11,1,2,4,0.987,1.2242,0.3867,1,76.75,463342,0.3904,0.1885,0.2906,471.99,3,162,0,1,2019-08-26,0
AMEX0130183,63,F,Graduate,Single,$80K-$120K,Platinum,249,56495.89,479,0.1079,4580.66,51915.23,3490.37,1745.18,2,1,0,3,1.348,1.3035,0.6495,4,46.49,355296,0.0101,0.0692,0.0241,664.17,6,240,1,1,2020-12-13,0
AMEX0130184,58,M,High School,Divorced,$40K-$60K,Blue,52,7026.72,420,0.3328,1709.88,5316.84,3334.78,222.32,15,1,4,2,1.3297,1.2019,0.4133,0,71.13,156835,0.3118,0.1295,0.1522,278.35,7,35,1,1,2015-09-08,0
AMEX0130185,25,M,Graduate,Married,$40K-$60K,Gold,25,15762.9,605,0.2914,958.52,14804.38,6397.21,76.16,84,0,2,4,1.11,0.8894,0.3145,1,18.45,153654,0.1493,0.1591,0.261,547.18,8,237,1,1,2020-02-25,0
AMEX0130186,65,M,Some College,Married,$60K-$80K,Green,153,9178.61,708,0.4827,1104.0,8074.61,3870.48,47.2,82,0,1,2,0.625,0.6334,0.9159,2,50.45,224093,0.4764,0.0618,0.0509,674.58,7,293,0,0,2010-11-06,0
AMEX0130187,27,M,Graduate,Married,$40K-$60K,Blue,176,4789.25,756,0.4314,739.65,4049.6,2308.65,21.78,106,0,2,1,1.4033,1.8067,0.5286,0,48.15,461535,0.3747,0.127,0.1842,686.27,10,233,0,1,2014-07-26,0
AMEX0130188,77,F,Graduate,Single,$80K-$120K,Blue,203,6391.51,398,0.3625,241.46,6150.05,2326.79,232.68,10,2,2,2,0.9053,1.9557,0.9071,4,85.37,51335,0.1296,0.1317,0.1315,16.82,7,290,0,0,2015-05-16,1
AMEX0130189,27,M,Post-Graduate,Married,$60K-$80K,Green,93,18964.93,485,0.1251,756.63,18208.3,2102.0,61.82,34,3,3,2,0.7443,1.7064,0.4648,1,76.35,289322,0.0867,0.2429,0.064,626.64,8,314,0,1,2007-05-06,1
